序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
953	21916	博道大盘价值	9月1日	1.0311	1.0311	-0.19%	-1.41%	4.40%	11.57%	11.22%	---	---	---	5.33%	3.11%	3.11%	0.00%
954	22690	华安医药生物	9月1日	2.1662	2.1662	4.95%	0.42%	6.43%	42.58%	89.42%	---	---	---	117.91%	116.62%	116.62%	0.15%
955	22164	西部利得央企	9月1日	1.0498	1.1898	0.08%	-1.81%	2.73%	12.82%	21.10%	---	---	---	21.13%	20.12%	20.12%	0.15%
956	22292	前海开源优选	9月1日	1.2306	1.2306	1.05%	1.50%	11.10%	18.90%	22.45%	---	---	---	---	23.06%	23.06%	0.15%
957	22293	前海开源优选	9月1日	1.2272	1.2272	1.05%	1.49%	11.06%	18.77%	22.18%	---	---	---	---	22.72%	22.72%	0.00%
958	23098	安信消费医药	9月1日	1.4793	1.4793	1.73%	1.93%	11.23%	20.41%	32.99%	---	---	---	36.35%	35.11%	35.11%	0.00%
959	23178	安信价值精选	9月1日	4.2392	4.2392	1.64%	3.54%	14.14%	19.88%	15.10%	---	---	---	---	23.97%	23.97%	0.00%
960	22691	华安医药生物	9月1日	2.1599	2.1599	4.95%	0.41%	6.39%	42.39%	89.00%	---	---	---	117.27%	115.99%	115.99%	0.00%
961	22299	安信周期优选	9月1日	1.353	1.353	2.93%	3.92%	14.38%	32.15%	44.85%	---	---	---	47.72%	35.30%	35.30%	0.15%
962	22300	安信周期优选	9月1日	1.347	1.347	2.93%	3.90%	14.33%	31.98%	44.47%	---	---	---	47.23%	34.70%	34.70%	0.00%
963	22301	安信医药创新	9月1日	1.4995	1.4995	3.71%	-0.33%	5.64%	42.85%	44.54%	---	---	---	59.81%	49.95%	49.95%	0.15%
964	22302	安信医药创新	9月1日	1.4929	1.4929	3.70%	-0.34%	5.60%	42.67%	44.19%	---	---	---	59.28%	49.29%	49.29%	0.00%
965	22165	西部利得央企	9月1日	1.0464	1.1864	0.07%	-1.82%	2.70%	12.71%	20.86%	---	---	---	20.80%	19.77%	19.77%	0.00%
966	22710	工银智能制造	9月1日	2.105	2.105	1.06%	3.85%	19.74%	39.31%	28.90%	---	---	---	40.43%	44.18%	44.18%	0.00%
967	21937	华安半导体产	9月1日	1.3328	1.3328	1.91%	3.94%	25.99%	42.01%	---	---	---	---	---	33.28%	33.28%	0.15%
968	23188	景顺长城量化	9月1日	1.956	1.956	0.46%	0.77%	10.38%	17.97%	17.20%	---	---	---	---	22.94%	22.94%	0.00%
969	23967	嘉实新消费股	9月1日	2.542	2.542	0.39%	-0.08%	3.80%	1.36%	---	---	---	---	---	2.25%	2.25%	0.00%
970	21050	易方达高股息	9月1日	1.122	1.122	1.11%	-0.04%	5.51%	11.00%	---	---	---	---	---	12.20%	12.20%	0.00%
971	23647	广发科技智选	9月1日	1.3052	1.3052	0.66%	1.79%	14.05%	28.63%	---	---	---	---	---	30.52%	30.52%	0.15%
972	21049	易方达高股息	9月1日	1.1234	1.1234	1.12%	-0.03%	5.55%	11.11%	---	---	---	---	---	12.34%	12.34%	0.15%
973	22004	博道大盘成长	9月1日	1.4138	1.4138	0.48%	3.51%	17.85%	32.85%	39.33%	---	---	---	41.55%	41.38%	41.38%	0.00%
974	23854	景顺长城沪港	9月1日	1.916	1.916	0.79%	3.18%	13.98%	27.99%	---	---	---	---	---	22.04%	22.04%	0.00%
975	22328	宏利高端装备	9月1日	1.2539	1.2539	0.55%	2.26%	9.65%	26.81%	25.19%	---	---	---	---	25.39%	25.39%	0.00%
976	23118	华安高端装备	9月1日	1.3354	1.3354	2.35%	4.40%	18.54%	33.93%	---	---	---	---	---	33.54%	33.54%	0.00%
977	21938	华安半导体产	9月1日	1.3297	1.3297	1.91%	3.93%	25.93%	41.85%	---	---	---	---	---	32.97%	32.97%	0.00%
978	23648	广发科技智选	9月1日	1.3024	1.3024	0.66%	1.79%	14.00%	28.44%	---	---	---	---	---	30.24%	30.24%	0.00%
979	23525	广发制造智选	9月1日	1.3254	1.3254	0.16%	1.28%	14.16%	30.34%	---	---	---	---	---	32.54%	32.54%	0.00%
980	24196	中金消费升级	9月1日	1.0465	1.0465	-0.49%	1.20%	13.05%	16.17%	---	---	---	---	---	16.10%	16.10%	0.00%
981	23524	广发制造智选	9月1日	1.3292	1.3292	0.17%	1.30%	14.21%	30.54%	---	---	---	---	---	32.92%	32.92%	0.15%
982	23532	西部利得事件	9月1日	3.7074	3.7074	1.01%	2.85%	31.45%	53.77%	---	---	---	---	---	40.97%	40.97%	0.00%
983	23948	银华品质消费	9月1日	0.8715	0.8715	0.06%	-1.30%	6.85%	2.63%	---	---	---	---	---	23.53%	23.53%	0.00%
984	23853	景顺长城量化	9月1日	1.968	1.968	0.72%	1.60%	12.14%	24.71%	---	---	---	---	---	20.22%	20.22%	0.00%
985	23752	长信量化中小	9月1日	1.829	1.829	0.72%	1.27%	12.28%	26.66%	---	---	---	---	---	26.49%	26.49%	0.00%
986	24270	诺安策略精选	9月1日	1.8068	1.8068	-0.41%	-2.89%	-0.15%	1.17%	---	---	---	---	---	0.79%	0.79%	0.00%
987	23947	嘉实价值精选	9月1日	2.2155	2.2155	1.02%	1.27%	7.23%	9.78%	---	---	---	---	---	11.58%	11.58%	0.00%
988	23117	华安高端装备	9月1日	1.337	1.337	2.35%	4.41%	18.59%	34.09%	---	---	---	---	---	33.70%	33.70%	0.15%
989	23855	景顺长城量化	9月1日	1.7394	1.7394	0.79%	0.49%	11.38%	26.47%	---	---	---	---	---	24.95%	24.95%	0.00%
990	23129	富国致盛量化	9月1日	1.1889	1.1889	0.70%	1.55%	9.69%	17.33%	---	---	---	---	---	18.89%	18.89%	0.15%
991	23130	富国致盛量化	9月1日	1.1863	1.1863	0.70%	1.54%	9.63%	17.18%	---	---	---	---	---	18.63%	18.63%	0.00%
992	24153	华安消费机遇	9月1日	1.0735	1.0735	1.17%	2.33%	7.31%	---	---	---	---	---	---	7.35%	7.35%	0.15%
993	24154	华安消费机遇	9月1日	1.0729	1.0729	1.16%	2.31%	7.27%	---	---	---	---	---	---	7.29%	7.29%	0.00%
994	24395	银华兴盛股票	9月1日	1.5842	1.5842	0.15%	2.76%	18.49%	27.57%	---	---	---	---	---	26.70%	26.70%	0.00%
995	24682	民生加银成长	9月1日	0.8183	0.8183	1.19%	1.06%	11.36%	---	---	---	---	---	---	9.12%	9.12%	0.00%
996	24710	中金精选股票	9月1日	2.0197	2.0197	1.12%	2.72%	17.42%	---	---	---	---	---	---	20.69%	20.69%	0.00%
997	24711	中金新锐股票	9月1日	4.5203	4.5203	0.83%	1.89%	14.20%	---	---	---	---	---	---	20.83%	20.83%	0.15%
998	24169	信澳先进智造	9月1日	2.4281	2.4281	0.72%	4.45%	19.19%	---	---	---	---	---	---	23.57%	23.57%	0.00%
999	24709	中金精选股票	9月1日	2.0513	2.0513	1.12%	2.72%	17.47%	---	---	---	---	---	---	20.79%	20.79%	0.15%
1000	24712	中金新锐股票	9月1日	4.4014	4.4014	0.83%	1.88%	14.15%	---	---	---	---	---	---	20.72%	20.72%	0.00%
1001	24378	易方达科智量	9月1日	1.1952	1.1952	0.19%	1.01%	11.37%	---	---	---	---	---	---	19.52%	19.52%	0.00%
1002	23404	海富通致远量	9月1日	1.0784	1.0784	0.42%	0.02%	7.07%	---	---	---	---	---	---	7.84%	7.84%	0.15%
1003	23405	海富通致远量	9月1日	1.0771	1.0771	0.41%	0.00%	7.00%	---	---	---	---	---	---	7.71%	7.71%	0.00%
1004	24046	富国致享量化	9月1日	1.1253	1.1253	1.13%	0.94%	9.57%	---	---	---	---	---	---	12.53%	12.53%	0.15%
1005	24895	泰康资源精选	9月1日	1.1351	1.1351	3.59%	---	---	---	---	---	---	---	---	13.51%	13.51%	0.15%
1006	24377	易方达科智量	9月1日	1.1963	1.1963	0.20%	1.02%	11.41%	---	---	---	---	---	---	19.63%	19.63%	0.15%
1007	24896	泰康资源精选	9月1日	1.1348	1.1348	3.58%	---	---	---	---	---	---	---	---	13.48%	13.48%	0.00%
1008	24804	华夏量化选股	9月1日	1.2495	1.2495	0.84%	1.76%	11.77%	---	---	---	---	---	---	10.60%	10.60%	0.10%
1009	24805	华夏量化选股	9月1日	1.1983	1.1983	0.83%	1.75%	11.72%	---	---	---	---	---	---	10.53%	10.53%	0.00%
1010	24047	富国致享量化	9月1日	1.124	1.124	1.12%	0.92%	9.52%	---	---	---	---	---	---	12.40%	12.40%	0.00%
1011	24170	信澳新能源产	9月1日	4.821	4.821	0.58%	3.99%	22.73%	---	---	---	---	---	---	31.26%	31.26%	0.00%
1012	24168	信澳蓝筹精选	9月1日	0.6744	0.6744	1.51%	1.46%	13.06%	---	---	---	---	---	---	16.26%	16.26%	0.00%
